image_id,term,term_label
LMEX0000000058_IMG_4,LMMA0000000211,lung
LMEX0000000058_IMG_5,LMMA0000000211,lung
LMEX0000000058_IMG_6,LMMA0000000211,lung
LMEX0000000058_IMG_7,LMMA0000000211,lung
LMEX0000000058_IMG_8,LMMA0000000211,lung
LMEX0000000058_IMG_9,LMMA0000000211,lung
LMEX0000000059_IMG_1,LMMA0000000211,lung
LMEX0000000059_IMG_2,LMMA0000000211,lung
LMEX0000000059_IMG_3,LMMA0000000211,lung
LMEX0000000059_IMG_4,LMMA0000000211,lung
LMEX0000000059_IMG_5,LMMA0000000211,lung
LMEX0000000059_IMG_6,LMMA0000000211,lung
LMEX0000000059_IMG_7,LMMA0000000211,lung
LMEX0000000059_IMG_8,LMMA0000000211,lung
LMEX0000000060_IMG_1,LMMA0000000211,lung
LMEX0000000060_IMG_10,LMMA0000000211,lung
LMEX0000000060_IMG_11,LMMA0000000211,lung
LMEX0000000060_IMG_12,LMMA0000000211,lung
LMEX0000000060_IMG_13,LMMA0000000211,lung
LMEX0000000060_IMG_14,LMMA0000000211,lung
LMEX0000000060_IMG_15,LMMA0000000211,lung
LMEX0000000060_IMG_2,LMMA0000000211,lung
LMEX0000000060_IMG_3,LMMA0000000211,lung
LMEX0000000060_IMG_4,LMMA0000000211,lung
LMEX0000000060_IMG_5,LMMA0000000211,lung
LMEX0000000060_IMG_6,LMMA0000000211,lung
LMEX0000000060_IMG_7,LMMA0000000211,lung
LMEX0000000060_IMG_8,LMMA0000000211,lung
LMEX0000000060_IMG_9,LMMA0000000211,lung
LMEX0000000061_IMG_1,LMMA0000000211,lung
LMEX0000000061_IMG_2,LMMA0000000211,lung
LMEX0000000061_IMG_3,LMMA0000000211,lung
LMEX0000000061_IMG_4,LMMA0000000211,lung
LMEX0000000061_IMG_5,LMMA0000000211,lung
LMEX0000000061_IMG_6,LMMA0000000211,lung
LMEX0000000061_IMG_7,LMMA0000000211,lung
LMEX0000000061_IMG_8,LMMA0000000211,lung
LMEX0000000062_IMG_1,LMMA0000000211,lung
LMEX0000000062_IMG_2,LMMA0000000211,lung
LMEX0000000062_IMG_3,LMMA0000000211,lung
LMEX0000000062_IMG_4,LMMA0000000211,lung
LMEX0000000062_IMG_5,LMMA0000000211,lung
LMEX0000000062_IMG_6,LMMA0000000211,lung
LMEX0000000063_IMG_1,LMMA0000000211,lung
LMEX0000000063_IMG_10,LMMA0000000211,lung
LMEX0000000063_IMG_2,LMMA0000000211,lung
LMEX0000000063_IMG_3,LMMA0000000211,lung
LMEX0000000063_IMG_4,LMMA0000000211,lung
LMEX0000000063_IMG_5,LMMA0000000211,lung
LMEX0000000063_IMG_6,LMMA0000000211,lung
LMEX0000000063_IMG_7,LMMA0000000211,lung
LMEX0000000063_IMG_8,LMMA0000000211,lung
LMEX0000000063_IMG_9,LMMA0000000211,lung
LMEX0000000064_IMG_1,LMMA0000000211,lung
LMEX0000000064_IMG_10,LMMA0000000211,lung
LMEX0000000064_IMG_11,LMMA0000000211,lung
LMEX0000000064_IMG_12,LMMA0000000211,lung
LMEX0000000064_IMG_13,LMMA0000000211,lung
LMEX0000000064_IMG_14,LMMA0000000211,lung
LMEX0000000064_IMG_2,LMMA0000000211,lung
LMEX0000000064_IMG_3,LMMA0000000211,lung
LMEX0000000064_IMG_4,LMMA0000000211,lung
LMEX0000000064_IMG_5,LMMA0000000211,lung
LMEX0000000064_IMG_6,LMMA0000000211,lung
LMEX0000000064_IMG_7,LMMA0000000211,lung
LMEX0000000064_IMG_8,LMMA0000000211,lung
LMEX0000000064_IMG_9,LMMA0000000211,lung
LMEX0000000065_IMG_1,LMMA0000000211,lung
LMEX0000000065_IMG_10,LMMA0000000211,lung
LMEX0000000065_IMG_11,LMMA0000000211,lung
LMEX0000000065_IMG_12,LMMA0000000211,lung
LMEX0000000065_IMG_2,LMMA0000000211,lung
LMEX0000000065_IMG_3,LMMA0000000211,lung
LMEX0000000065_IMG_4,LMMA0000000211,lung
LMEX0000000065_IMG_5,LMMA0000000211,lung
LMEX0000000065_IMG_6,LMMA0000000211,lung
LMEX0000000065_IMG_7,LMMA0000000211,lung
LMEX0000000065_IMG_8,LMMA0000000211,lung
LMEX0000000065_IMG_9,LMMA0000000211,lung
LMEX0000000066_IMG_1,LMMA0000000211,lung
LMEX0000000066_IMG_10,LMMA0000000211,lung
LMEX0000000066_IMG_11,LMMA0000000211,lung
LMEX0000000066_IMG_2,LMMA0000000211,lung
LMEX0000000066_IMG_3,LMMA0000000211,lung
LMEX0000000066_IMG_4,LMMA0000000211,lung
LMEX0000000066_IMG_5,LMMA0000000211,lung
LMEX0000000066_IMG_6,LMMA0000000211,lung
LMEX0000000066_IMG_7,LMMA0000000211,lung
LMEX0000000066_IMG_8,LMMA0000000211,lung
LMEX0000000066_IMG_9,LMMA0000000211,lung
LMEX0000000067_IMG_1,LMMA0000000211,lung
LMEX0000000067_IMG_2,LMMA0000000211,lung
LMEX0000000067_IMG_3,LMMA0000000211,lung
LMEX0000000067_IMG_4,LMMA0000000211,lung
LMEX0000000067_IMG_5,LMMA0000000211,lung
LMEX0000000067_IMG_6,LMMA0000000211,lung
LMEX0000000067_IMG_7,LMMA0000000211,lung
LMEX0000000068_IMG_1,LMMA0000000211,lung
LMEX0000000068_IMG_2,LMMA0000000211,lung
LMEX0000000068_IMG_3,LMMA0000000211,lung
LMEX0000000068_IMG_4,LMMA0000000211,lung
LMEX0000000068_IMG_5,LMMA0000000211,lung
LMEX0000000068_IMG_6,LMMA0000000211,lung
LMEX0000000068_IMG_7,LMMA0000000211,lung
LMEX0000000068_IMG_8,LMMA0000000211,lung
LMEX0000000068_IMG_9,LMMA0000000211,lung
LMEX0000000069_IMG_1,LMMA0000000211,lung
LMEX0000000069_IMG_10,LMMA0000000211,lung
LMEX0000000069_IMG_11,LMMA0000000211,lung
LMEX0000000069_IMG_12,LMMA0000000211,lung
LMEX0000000069_IMG_2,LMMA0000000211,lung
LMEX0000000069_IMG_3,LMMA0000000211,lung
LMEX0000000069_IMG_4,LMMA0000000211,lung
LMEX0000000069_IMG_5,LMMA0000000211,lung
LMEX0000000069_IMG_6,LMMA0000000211,lung
LMEX0000000069_IMG_7,LMMA0000000211,lung
LMEX0000000069_IMG_8,LMMA0000000211,lung
LMEX0000000069_IMG_9,LMMA0000000211,lung
LMEX0000000070_IMG_1,LMMA0000000211,lung
LMEX0000000070_IMG_2,LMMA0000000211,lung
LMEX0000000070_IMG_3,LMMA0000000211,lung
LMEX0000000070_IMG_4,LMMA0000000211,lung
LMEX0000000070_IMG_5,LMMA0000000211,lung
LMEX0000000070_IMG_6,LMMA0000000211,lung
LMEX0000000070_IMG_7,LMMA0000000211,lung
LMEX0000000070_IMG_8,LMMA0000000211,lung
LMEX0000000071_IMG_1,LMMA0000000211,lung
LMEX0000000071_IMG_2,LMMA0000000211,lung
LMEX0000000071_IMG_3,LMMA0000000211,lung
LMEX0000000071_IMG_4,LMMA0000000211,lung
LMEX0000000071_IMG_5,LMMA0000000211,lung
LMEX0000000071_IMG_6,LMMA0000000211,lung
LMEX0000000071_IMG_7,LMMA0000000211,lung
LMEX0000000071_IMG_8,LMMA0000000211,lung
LMEX0000000072_IMG_1,LMMA0000000211,lung
LMEX0000000072_IMG_2,LMMA0000000211,lung
LMEX0000000072_IMG_3,LMMA0000000211,lung
LMEX0000000072_IMG_4,LMMA0000000211,lung
LMEX0000000072_IMG_5,LMMA0000000211,lung
LMEX0000000072_IMG_6,LMMA0000000211,lung
LMEX0000000073_IMG_1,LMMA0000000211,lung
LMEX0000000073_IMG_2,LMMA0000000211,lung
LMEX0000000073_IMG_3,LMMA0000000211,lung
LMEX0000000073_IMG_4,LMMA0000000211,lung
LMEX0000000073_IMG_5,LMMA0000000211,lung
LMEX0000000073_IMG_6,LMMA0000000211,lung
LMEX0000000073_IMG_7,LMMA0000000211,lung
LMEX0000000073_IMG_8,LMMA0000000211,lung
LMEX0000000074_IMG_1,LMMA0000000211,lung
LMEX0000000076_IMG_1,LMMA0000000199,left lung
LMEX0000000077_IMG_1,LMMA0000000324,right lung lower lobe
LMEX0000000228_IMG_1,LMMA0000000211,lung
LMEX0000000228_IMG_10,LMMA0000000211,lung
LMEX0000000228_IMG_11,LMMA0000000211,lung
LMEX0000000228_IMG_12,LMMA0000000211,lung
LMEX0000000228_IMG_13,LMMA0000000211,lung
LMEX0000000228_IMG_14,LMMA0000000211,lung
LMEX0000000228_IMG_15,LMMA0000000211,lung
LMEX0000000228_IMG_16,LMMA0000000211,lung
LMEX0000000228_IMG_2,LMMA0000000211,lung
LMEX0000000228_IMG_3,LMMA0000000211,lung
LMEX0000000228_IMG_4,LMMA0000000211,lung
LMEX0000000228_IMG_5,LMMA0000000211,lung
LMEX0000000228_IMG_6,LMMA0000000211,lung
LMEX0000000228_IMG_7,LMMA0000000211,lung
LMEX0000000228_IMG_8,LMMA0000000211,lung
LMEX0000000228_IMG_9,LMMA0000000211,lung
LMEX0000000229_IMG_1,LMMA0000000211,lung
LMEX0000000229_IMG_10,LMMA0000000211,lung
LMEX0000000229_IMG_11,LMMA0000000211,lung
LMEX0000000229_IMG_12,LMMA0000000211,lung
LMEX0000000229_IMG_13,LMMA0000000211,lung
LMEX0000000229_IMG_14,LMMA0000000211,lung
LMEX0000000229_IMG_15,LMMA0000000211,lung
LMEX0000000229_IMG_16,LMMA0000000211,lung
LMEX0000000229_IMG_17,LMMA0000000211,lung
LMEX0000000229_IMG_18,LMMA0000000211,lung
LMEX0000000229_IMG_19,LMMA0000000211,lung
LMEX0000000229_IMG_2,LMMA0000000211,lung
LMEX0000000229_IMG_3,LMMA0000000211,lung
LMEX0000000229_IMG_4,LMMA0000000211,lung
LMEX0000000229_IMG_5,LMMA0000000211,lung
LMEX0000000229_IMG_6,LMMA0000000211,lung
LMEX0000000229_IMG_7,LMMA0000000211,lung
LMEX0000000229_IMG_8,LMMA0000000211,lung
LMEX0000000229_IMG_9,LMMA0000000211,lung
LMEX0000000230_IMG_1,LMMA0000000211,lung
LMEX0000000230_IMG_10,LMMA0000000211,lung
LMEX0000000230_IMG_11,LMMA0000000211,lung
LMEX0000000230_IMG_12,LMMA0000000211,lung
LMEX0000000230_IMG_13,LMMA0000000211,lung
LMEX0000000230_IMG_14,LMMA0000000211,lung
LMEX0000000230_IMG_15,LMMA0000000211,lung
LMEX0000000230_IMG_16,LMMA0000000211,lung
LMEX0000000230_IMG_17,LMMA0000000211,lung
LMEX0000000230_IMG_18,LMMA0000000211,lung
LMEX0000000230_IMG_19,LMMA0000000211,lung
LMEX0000000230_IMG_2,LMMA0000000211,lung
LMEX0000000230_IMG_20,LMMA0000000211,lung
LMEX0000000230_IMG_21,LMMA0000000211,lung
LMEX0000000230_IMG_3,LMMA0000000211,lung
LMEX0000000230_IMG_4,LMMA0000000211,lung
LMEX0000000230_IMG_5,LMMA0000000211,lung
LMEX0000000230_IMG_6,LMMA0000000211,lung
LMEX0000000230_IMG_7,LMMA0000000211,lung
LMEX0000000230_IMG_8,LMMA0000000211,lung
LMEX0000000230_IMG_9,LMMA0000000211,lung
LMEX0000000231_IMG_1,LMMA0000000211,lung
LMEX0000000231_IMG_10,LMMA0000000211,lung
LMEX0000000231_IMG_11,LMMA0000000211,lung
LMEX0000000231_IMG_12,LMMA0000000211,lung
LMEX0000000231_IMG_13,LMMA0000000211,lung
LMEX0000000231_IMG_14,LMMA0000000211,lung
LMEX0000000231_IMG_15,LMMA0000000211,lung
LMEX0000000231_IMG_2,LMMA0000000211,lung
LMEX0000000231_IMG_3,LMMA0000000211,lung
LMEX0000000231_IMG_4,LMMA0000000211,lung
LMEX0000000231_IMG_5,LMMA0000000211,lung
LMEX0000000231_IMG_6,LMMA0000000211,lung
LMEX0000000231_IMG_7,LMMA0000000211,lung
LMEX0000000231_IMG_8,LMMA0000000211,lung
LMEX0000000231_IMG_9,LMMA0000000211,lung
LMEX0000000232_IMG_1,LMMA0000000211,lung
LMEX0000000232_IMG_10,LMMA0000000211,lung
LMEX0000000232_IMG_11,LMMA0000000211,lung
LMEX0000000232_IMG_12,LMMA0000000211,lung
LMEX0000000232_IMG_2,LMMA0000000211,lung
LMEX0000000232_IMG_3,LMMA0000000211,lung
LMEX0000000232_IMG_4,LMMA0000000211,lung
LMEX0000000232_IMG_5,LMMA0000000211,lung
LMEX0000000232_IMG_6,LMMA0000000211,lung
LMEX0000000232_IMG_7,LMMA0000000211,lung
LMEX0000000232_IMG_8,LMMA0000000211,lung
LMEX0000000232_IMG_9,LMMA0000000211,lung
LMEX0000000233_IMG_1,LMMA0000000211,lung
LMEX0000000233_IMG_10,LMMA0000000211,lung
LMEX0000000233_IMG_11,LMMA0000000211,lung
LMEX0000000233_IMG_12,LMMA0000000211,lung
LMEX0000000233_IMG_13,LMMA0000000211,lung
LMEX0000000233_IMG_14,LMMA0000000211,lung
LMEX0000000233_IMG_15,LMMA0000000211,lung
LMEX0000000233_IMG_16,LMMA0000000211,lung
LMEX0000000233_IMG_17,LMMA0000000211,lung
LMEX0000000233_IMG_18,LMMA0000000211,lung
LMEX0000000233_IMG_19,LMMA0000000211,lung
LMEX0000000233_IMG_2,LMMA0000000211,lung
LMEX0000000233_IMG_20,LMMA0000000211,lung
LMEX0000000233_IMG_21,LMMA0000000211,lung
LMEX0000000233_IMG_3,LMMA0000000211,lung
LMEX0000000233_IMG_4,LMMA0000000211,lung
LMEX0000000233_IMG_5,LMMA0000000211,lung
LMEX0000000233_IMG_6,LMMA0000000211,lung
LMEX0000000233_IMG_7,LMMA0000000211,lung
LMEX0000000233_IMG_8,LMMA0000000211,lung
LMEX0000000233_IMG_9,LMMA0000000211,lung
LMEX0000000234_IMG_1,LMMA0000000211,lung
LMEX0000000234_IMG_10,LMMA0000000211,lung
LMEX0000000234_IMG_2,LMMA0000000211,lung
LMEX0000000234_IMG_3,LMMA0000000211,lung
LMEX0000000234_IMG_4,LMMA0000000211,lung
LMEX0000000234_IMG_5,LMMA0000000211,lung
LMEX0000000234_IMG_6,LMMA0000000211,lung
LMEX0000000234_IMG_7,LMMA0000000211,lung
LMEX0000000234_IMG_8,LMMA0000000211,lung
LMEX0000000234_IMG_9,LMMA0000000211,lung
LMEX0000000235_IMG_1,LMMA0000000211,lung
LMEX0000000235_IMG_10,LMMA0000000211,lung
LMEX0000000235_IMG_2,LMMA0000000211,lung
LMEX0000000235_IMG_3,LMMA0000000211,lung
LMEX0000000235_IMG_4,LMMA0000000211,lung
LMEX0000000235_IMG_5,LMMA0000000211,lung
LMEX0000000235_IMG_6,LMMA0000000211,lung
LMEX0000000235_IMG_7,LMMA0000000211,lung
LMEX0000000235_IMG_8,LMMA0000000211,lung
LMEX0000000235_IMG_9,LMMA0000000211,lung
LMEX0000000236_IMG_1,LMMA0000000211,lung
LMEX0000000236_IMG_10,LMMA0000000211,lung
LMEX0000000236_IMG_11,LMMA0000000211,lung
LMEX0000000236_IMG_2,LMMA0000000211,lung
LMEX0000000236_IMG_3,LMMA0000000211,lung
LMEX0000000236_IMG_4,LMMA0000000211,lung
LMEX0000000236_IMG_5,LMMA0000000211,lung
LMEX0000000236_IMG_6,LMMA0000000211,lung
LMEX0000000236_IMG_7,LMMA0000000211,lung
LMEX0000000236_IMG_8,LMMA0000000211,lung
LMEX0000000236_IMG_9,LMMA0000000211,lung
LMEX0000000237_IMG_1,LMMA0000000211,lung
LMEX0000000237_IMG_2,LMMA0000000211,lung
LMEX0000000237_IMG_3,LMMA0000000211,lung
LMEX0000000237_IMG_4,LMMA0000000211,lung
LMEX0000000237_IMG_5,LMMA0000000211,lung
LMEX0000000237_IMG_6,LMMA0000000211,lung
LMEX0000000237_IMG_7,LMMA0000000211,lung
LMEX0000000237_IMG_8,LMMA0000000211,lung
LMEX0000000238_IMG_1,LMMA0000000211,lung
LMEX0000000238_IMG_10,LMMA0000000211,lung
LMEX0000000238_IMG_11,LMMA0000000211,lung
LMEX0000000238_IMG_12,LMMA0000000211,lung
LMEX0000000238_IMG_13,LMMA0000000211,lung
LMEX0000000238_IMG_14,LMMA0000000211,lung
LMEX0000000238_IMG_15,LMMA0000000211,lung
LMEX0000000238_IMG_16,LMMA0000000211,lung
LMEX0000000238_IMG_17,LMMA0000000211,lung
LMEX0000000238_IMG_18,LMMA0000000211,lung
LMEX0000000238_IMG_19,LMMA0000000211,lung
LMEX0000000238_IMG_2,LMMA0000000211,lung
LMEX0000000238_IMG_20,LMMA0000000211,lung
LMEX0000000238_IMG_21,LMMA0000000211,lung
LMEX0000000238_IMG_22,LMMA0000000211,lung
LMEX0000000238_IMG_23,LMMA0000000211,lung
LMEX0000000238_IMG_24,LMMA0000000211,lung
LMEX0000000238_IMG_25,LMMA0000000211,lung
LMEX0000000238_IMG_3,LMMA0000000211,lung
LMEX0000000238_IMG_4,LMMA0000000211,lung
LMEX0000000238_IMG_5,LMMA0000000211,lung
LMEX0000000238_IMG_6,LMMA0000000211,lung
LMEX0000000238_IMG_7,LMMA0000000211,lung
LMEX0000000238_IMG_8,LMMA0000000211,lung
LMEX0000000238_IMG_9,LMMA0000000211,lung
LMEX0000000239_IMG_1,LMMA0000000211,lung
LMEX0000000239_IMG_10,LMMA0000000211,lung
LMEX0000000239_IMG_11,LMMA0000000211,lung
LMEX0000000239_IMG_12,LMMA0000000211,lung
LMEX0000000239_IMG_13,LMMA0000000211,lung
LMEX0000000239_IMG_2,LMMA0000000211,lung
LMEX0000000239_IMG_3,LMMA0000000211,lung
LMEX0000000239_IMG_4,LMMA0000000211,lung
LMEX0000000239_IMG_5,LMMA0000000211,lung
LMEX0000000239_IMG_6,LMMA0000000211,lung
LMEX0000000239_IMG_7,LMMA0000000211,lung
LMEX0000000239_IMG_8,LMMA0000000211,lung
LMEX0000000239_IMG_9,LMMA0000000211,lung
LMEX0000000240_IMG_1,LMMA0000000211,lung
LMEX0000000240_IMG_10,LMMA0000000211,lung
LMEX0000000240_IMG_11,LMMA0000000211,lung
LMEX0000000240_IMG_12,LMMA0000000211,lung
LMEX0000000240_IMG_2,LMMA0000000211,lung
LMEX0000000240_IMG_3,LMMA0000000211,lung
LMEX0000000240_IMG_4,LMMA0000000211,lung
LMEX0000000240_IMG_5,LMMA0000000211,lung
LMEX0000000240_IMG_6,LMMA0000000211,lung
LMEX0000000240_IMG_7,LMMA0000000211,lung
LMEX0000000240_IMG_8,LMMA0000000211,lung
LMEX0000000240_IMG_9,LMMA0000000211,lung
LMEX0000000241_IMG_1,LMMA0000000211,lung
LMEX0000000241_IMG_10,LMMA0000000211,lung
LMEX0000000241_IMG_11,LMMA0000000211,lung
LMEX0000000241_IMG_12,LMMA0000000211,lung
LMEX0000000241_IMG_13,LMMA0000000211,lung
LMEX0000000241_IMG_14,LMMA0000000211,lung
LMEX0000000241_IMG_2,LMMA0000000211,lung
LMEX0000000241_IMG_3,LMMA0000000211,lung
LMEX0000000241_IMG_4,LMMA0000000211,lung
LMEX0000000241_IMG_5,LMMA0000000211,lung
LMEX0000000241_IMG_6,LMMA0000000211,lung
LMEX0000000241_IMG_7,LMMA0000000211,lung
LMEX0000000241_IMG_8,LMMA0000000211,lung
LMEX0000000241_IMG_9,LMMA0000000211,lung
LMEX0000000242_IMG_1,LMMA0000000211,lung
LMEX0000000242_IMG_10,LMMA0000000211,lung
LMEX0000000242_IMG_11,LMMA0000000211,lung
LMEX0000000242_IMG_12,LMMA0000000211,lung
LMEX0000000242_IMG_13,LMMA0000000211,lung
LMEX0000000242_IMG_14,LMMA0000000211,lung
LMEX0000000242_IMG_15,LMMA0000000211,lung
LMEX0000000242_IMG_16,LMMA0000000211,lung
LMEX0000000242_IMG_17,LMMA0000000211,lung
LMEX0000000242_IMG_18,LMMA0000000211,lung
LMEX0000000242_IMG_19,LMMA0000000211,lung
LMEX0000000242_IMG_2,LMMA0000000211,lung
LMEX0000000242_IMG_20,LMMA0000000211,lung
LMEX0000000242_IMG_3,LMMA0000000211,lung
LMEX0000000242_IMG_4,LMMA0000000211,lung
LMEX0000000242_IMG_5,LMMA0000000211,lung
LMEX0000000242_IMG_6,LMMA0000000211,lung
LMEX0000000242_IMG_7,LMMA0000000211,lung
LMEX0000000242_IMG_8,LMMA0000000211,lung
LMEX0000000242_IMG_9,LMMA0000000211,lung
LMEX0000000243_IMG_1,LMMA0000000211,lung
LMEX0000000243_IMG_10,LMMA0000000211,lung
LMEX0000000243_IMG_11,LMMA0000000211,lung
LMEX0000000243_IMG_12,LMMA0000000211,lung
LMEX0000000243_IMG_13,LMMA0000000211,lung
LMEX0000000243_IMG_14,LMMA0000000211,lung
LMEX0000000243_IMG_2,LMMA0000000211,lung
LMEX0000000243_IMG_3,LMMA0000000211,lung
LMEX0000000243_IMG_4,LMMA0000000211,lung
LMEX0000000243_IMG_5,LMMA0000000211,lung
LMEX0000000243_IMG_6,LMMA0000000211,lung
LMEX0000000243_IMG_7,LMMA0000000211,lung
LMEX0000000243_IMG_8,LMMA0000000211,lung
LMEX0000000243_IMG_9,LMMA0000000211,lung
LMEX0000000288_IMG_1,LMMA0000000211,lung
LMEX0000000288_IMG_10,LMMA0000000211,lung
LMEX0000000288_IMG_11,LMMA0000000211,lung
LMEX0000000288_IMG_12,LMMA0000000211,lung
LMEX0000000288_IMG_13,LMMA0000000211,lung
LMEX0000000288_IMG_14,LMMA0000000211,lung
LMEX0000000288_IMG_15,LMMA0000000211,lung
LMEX0000000288_IMG_16,LMMA0000000211,lung
LMEX0000000288_IMG_17,LMMA0000000211,lung
LMEX0000000288_IMG_18,LMMA0000000211,lung
LMEX0000000288_IMG_19,LMMA0000000211,lung
LMEX0000000288_IMG_2,LMMA0000000211,lung
LMEX0000000288_IMG_20,LMMA0000000211,lung
LMEX0000000288_IMG_21,LMMA0000000211,lung
LMEX0000000288_IMG_22,LMMA0000000211,lung
LMEX0000000288_IMG_3,LMMA0000000211,lung
LMEX0000000288_IMG_4,LMMA0000000211,lung
LMEX0000000288_IMG_5,LMMA0000000211,lung
LMEX0000000288_IMG_6,LMMA0000000211,lung
LMEX0000000288_IMG_7,LMMA0000000211,lung
LMEX0000000288_IMG_8,LMMA0000000211,lung
LMEX0000000288_IMG_9,LMMA0000000211,lung
LMEX0000000289_IMG_1,LMMA0000000211,lung
LMEX0000000289_IMG_10,LMMA0000000211,lung
LMEX0000000289_IMG_11,LMMA0000000211,lung
LMEX0000000289_IMG_12,LMMA0000000211,lung
LMEX0000000289_IMG_13,LMMA0000000211,lung
LMEX0000000289_IMG_14,LMMA0000000211,lung
LMEX0000000289_IMG_15,LMMA0000000211,lung
LMEX0000000289_IMG_16,LMMA0000000211,lung
LMEX0000000289_IMG_2,LMMA0000000211,lung
LMEX0000000289_IMG_3,LMMA0000000211,lung
LMEX0000000289_IMG_4,LMMA0000000211,lung
LMEX0000000289_IMG_5,LMMA0000000211,lung
LMEX0000000289_IMG_6,LMMA0000000211,lung
LMEX0000000289_IMG_7,LMMA0000000211,lung
LMEX0000000289_IMG_8,LMMA0000000211,lung
LMEX0000000289_IMG_9,LMMA0000000211,lung
LMEX0000000290_IMG_1,LMMA0000000211,lung
LMEX0000000290_IMG_10,LMMA0000000211,lung
LMEX0000000290_IMG_11,LMMA0000000211,lung
LMEX0000000290_IMG_12,LMMA0000000211,lung
LMEX0000000290_IMG_13,LMMA0000000211,lung
LMEX0000000290_IMG_14,LMMA0000000211,lung
LMEX0000000290_IMG_15,LMMA0000000211,lung
LMEX0000000290_IMG_16,LMMA0000000211,lung
LMEX0000000290_IMG_17,LMMA0000000211,lung
LMEX0000000290_IMG_18,LMMA0000000211,lung
LMEX0000000290_IMG_19,LMMA0000000211,lung
LMEX0000000290_IMG_2,LMMA0000000211,lung
LMEX0000000290_IMG_20,LMMA0000000211,lung
LMEX0000000290_IMG_21,LMMA0000000211,lung
LMEX0000000290_IMG_22,LMMA0000000211,lung
LMEX0000000290_IMG_23,LMMA0000000211,lung
LMEX0000000290_IMG_24,LMMA0000000211,lung
LMEX0000000290_IMG_25,LMMA0000000211,lung
LMEX0000000290_IMG_26,LMMA0000000211,lung
LMEX0000000290_IMG_27,LMMA0000000211,lung
LMEX0000000290_IMG_28,LMMA0000000211,lung
LMEX0000000290_IMG_29,LMMA0000000211,lung
LMEX0000000290_IMG_3,LMMA0000000211,lung
LMEX0000000290_IMG_30,LMMA0000000211,lung
LMEX0000000290_IMG_31,LMMA0000000211,lung
LMEX0000000290_IMG_32,LMMA0000000211,lung
LMEX0000000290_IMG_33,LMMA0000000211,lung
LMEX0000000290_IMG_34,LMMA0000000211,lung
LMEX0000000290_IMG_35,LMMA0000000211,lung
LMEX0000000290_IMG_36,LMMA0000000211,lung
LMEX0000000290_IMG_37,LMMA0000000211,lung
LMEX0000000290_IMG_38,LMMA0000000211,lung
LMEX0000000290_IMG_39,LMMA0000000211,lung
LMEX0000000290_IMG_4,LMMA0000000211,lung
LMEX0000000290_IMG_40,LMMA0000000211,lung
LMEX0000000290_IMG_41,LMMA0000000211,lung
LMEX0000000290_IMG_42,LMMA0000000211,lung
LMEX0000000290_IMG_43,LMMA0000000211,lung
LMEX0000000290_IMG_44,LMMA0000000211,lung
LMEX0000000290_IMG_45,LMMA0000000211,lung
LMEX0000000290_IMG_46,LMMA0000000211,lung
LMEX0000000290_IMG_5,LMMA0000000211,lung
LMEX0000000290_IMG_6,LMMA0000000211,lung
LMEX0000000290_IMG_7,LMMA0000000211,lung
LMEX0000000290_IMG_8,LMMA0000000211,lung
LMEX0000000290_IMG_9,LMMA0000000211,lung
LMEX0000000291_IMG_1,LMMA0000000211,lung
LMEX0000000291_IMG_10,LMMA0000000211,lung
LMEX0000000291_IMG_11,LMMA0000000211,lung
LMEX0000000291_IMG_12,LMMA0000000211,lung
LMEX0000000291_IMG_13,LMMA0000000211,lung
LMEX0000000291_IMG_14,LMMA0000000211,lung
LMEX0000000291_IMG_15,LMMA0000000211,lung
LMEX0000000291_IMG_16,LMMA0000000211,lung
LMEX0000000291_IMG_17,LMMA0000000211,lung
LMEX0000000291_IMG_18,LMMA0000000211,lung
LMEX0000000291_IMG_19,LMMA0000000211,lung
LMEX0000000291_IMG_2,LMMA0000000211,lung
LMEX0000000291_IMG_20,LMMA0000000211,lung
LMEX0000000291_IMG_21,LMMA0000000211,lung
LMEX0000000291_IMG_22,LMMA0000000211,lung
LMEX0000000291_IMG_23,LMMA0000000211,lung
LMEX0000000291_IMG_24,LMMA0000000211,lung
LMEX0000000291_IMG_25,LMMA0000000211,lung
LMEX0000000291_IMG_26,LMMA0000000211,lung
LMEX0000000291_IMG_27,LMMA0000000211,lung
LMEX0000000291_IMG_28,LMMA0000000211,lung
LMEX0000000291_IMG_29,LMMA0000000211,lung
LMEX0000000291_IMG_3,LMMA0000000211,lung
LMEX0000000291_IMG_30,LMMA0000000211,lung
LMEX0000000291_IMG_31,LMMA0000000211,lung
LMEX0000000291_IMG_32,LMMA0000000211,lung
LMEX0000000291_IMG_33,LMMA0000000211,lung
LMEX0000000291_IMG_34,LMMA0000000211,lung
LMEX0000000291_IMG_35,LMMA0000000211,lung
LMEX0000000291_IMG_36,LMMA0000000211,lung
LMEX0000000291_IMG_37,LMMA0000000211,lung
LMEX0000000291_IMG_38,LMMA0000000211,lung
LMEX0000000291_IMG_39,LMMA0000000211,lung
LMEX0000000291_IMG_4,LMMA0000000211,lung
LMEX0000000291_IMG_40,LMMA0000000211,lung
LMEX0000000291_IMG_5,LMMA0000000211,lung
LMEX0000000291_IMG_6,LMMA0000000211,lung
LMEX0000000291_IMG_7,LMMA0000000211,lung
LMEX0000000291_IMG_8,LMMA0000000211,lung
LMEX0000000291_IMG_9,LMMA0000000211,lung
LMEX0000000573_IMG_1,LMMA0000000211,lung
